Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balances (2010-),4,Algeria,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),4,Algeria,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),4,Algeria,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),4,Algeria,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),4,Algeria,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),4,Algeria,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,23356,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,24221,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,25108,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,26016,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,26942,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,27884,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,28842,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,29817,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,30810,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,31825.29,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,32866.27,X,Figure from international organizations
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),7,Angola,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,88,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,89,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,90,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,92,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,93,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,94,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,95,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,95,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,96,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,97.12,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,97.93,X,Figure from international organizations
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),8,Antigua and Barbuda,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,40896,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,41321,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,41755,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,42196,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,42638,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,43075,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,43508,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,43937,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,44361,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,44780.68,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,45195.77,X,Figure from international organizations
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),9,Argentina,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,2877.32,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,2876.54,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,2884.23,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,2897.59,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,2912.41,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,2925.55,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,2936.14,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,2944.79,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,2951.74,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,2957.73,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,2963.24,X,Figure from international organizations
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),1,Armenia,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,22155,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,22538,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,22904,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,23255,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,23596,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,23933,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,24263,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,24585,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,24898,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,25203.2,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,25499.88,X,Figure from international organizations
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),10,Australia,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,8410,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,8454,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,8502,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,8556,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,8615,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,8679,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,8747,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,8820,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,8891,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,8955.1,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,9006.4,X,Figure from international organizations
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2018,2018,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2019,2019,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),11,Austria,5301,Domestic supply quantity,2501,Population,2020,2020,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2010,2010,1000 No,9032,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2011,2011,1000 No,9146,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2012,2012,1000 No,9265,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2013,2013,1000 No,9385,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2014,2014,1000 No,9505.62,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2015,2015,1000 No,9622.75,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2016,2016,1000 No,9736.04,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2017,2017,1000 No,9845.32,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2018,2018,1000 No,9949.54,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2019,2019,1000 No,10047.72,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,511,Total Population - Both sexes,2501,Population,2020,2020,1000 No,10139.18,X,Figure from international organizations
FBS,Food Balances (2010-),52,Azerbaijan,5301,Domestic supply quantity,2501,Population,2010,2010,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),52,Azerbaijan,5301,Domestic supply quantity,2501,Population,2011,2011,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),52,Azerbaijan,5301,Domestic supply quantity,2501,Population,2012,2012,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),52,Azerbaijan,5301,Domestic supply quantity,2501,Population,2013,2013,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),52,Azerbaijan,5301,Domestic supply quantity,2501,Population,2014,2014,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),52,Azerbaijan,5301,Domestic supply quantity,2501,Population,2015,2015,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),52,Azerbaijan,5301,Domestic supply quantity,2501,Population,2016,2016,1000 t,0,I,Imputed value
FBS,Food Balances (2010-),52,Azerbaijan,5301,Domestic supply quantity,2501,Population,2017,2017,1000 t,0,I,Imputed value
